Element,Relevance,cycle,Pathway,pathway name,gene,key_gene,gene_name,energyRole,biogeoSubstrate,Metal,KO
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaN,,energy-converting hydrogenase A subunit N,D,Hydrogen,,K14105
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaO,,energy-converting hydrogenase A subunit O,D,Hydrogen,,K14106
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaP,,energy-converting hydrogenase A subunit P,D,Hydrogen,,K14107
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaQ,,energy-converting hydrogenase A subunit Q,D,Hydrogen,,K14108
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaR,,energy-converting hydrogenase A subunit R,D,Hydrogen,,K14109
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbA,,energy-converting hydrogenase B subunit A,D,Hydrogen,,K14110
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbB,,energy-converting hydrogenase B subunit B,D,Hydrogen,,K14111
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbC,,energy-converting hydrogenase B subunit C,D,Hydrogen,,K14112
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbD,,energy-converting hydrogenase B subunit D,D,Hydrogen,,K14113
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbE,,energy-converting hydrogenase B subunit E,D,Hydrogen,,K14114
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbF,,energy-converting hydrogenase B subunit F,D,Hydrogen,,K14115
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbG,,energy-converting hydrogenase B subunit G,D,Hydrogen,,K14116
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbH,,energy-converting hydrogenase B subunit H,D,Hydrogen,,K14117
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbI,,energy-converting hydrogenase B subunit I,D,Hydrogen,,K14118
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbJ,,energy-converting hydrogenase B subunit J,D,Hydrogen,,K14119
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbK,,energy-converting hydrogenase B subunit K,D,Hydrogen,,K14120
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbL,,energy-converting hydrogenase B subunit L,D,Hydrogen,,K14121
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbM,,energy-converting hydrogenase B subunit M,D,Hydrogen,,K14122
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbN,,energy-converting hydrogenase B subunit N,D,Hydrogen,,K14123
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbO,,energy-converting hydrogenase B subunit O,D,Hydrogen,,K14124
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehbP,,energy-converting hydrogenase B subunit P,D,Hydrogen,,K14125
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,"mvhA, vhuA, vhcA",,F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14126
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,"mvhD, vhuD, vhcD",,F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6],D,Hydrogen,,K14127
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,"mvhG, vhuG, vhcG",,F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14128
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,HycE,,NiFe-hydrogenase diaphorase,D,Hydrogen,,K18005
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,HycE,,NiFe-hydrogenase diaphorase,D,Hydrogen,,K18006
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,HycE,,NiFe-hydrogenase diaphorase,D,Hydrogen,,K18007
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,mbhLJK,,membrane-bound hydrogenase,D,Hydrogen,,K18016
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,fpoA,,Directly couples oxidation of H2 to reduction of F420 during methanogenesis. Reverse reaction may also occur. Includes [NiFeSe] variants.,D,Hydrogen,,K22158
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,hndABCD,,NADP-reducing hydrogenase,,,,K17992
Hydrogen,Biogeochemistry,Hydrogen,HydProd,Hydrogen production,hyf,,Fe-hydrogenase,,,,K17997
Hydrogen,Biogeochemistry,Hydrogen,HydProd,Hydrogen production,hyf,,Fe-hydrogenase,,,,K17998
Hydrogen,Biogeochemistry,Hydrogen,HydProd,Hydrogen production,hyf,,Fe-hydrogenase,,,,K17999
Iron,Biogeochemistry,Iron,FeOx,Iron Oxidation,fcr,,ferric-chelate reductase,D,Iron,,K00521
Iron,Biogeochemistry,Iron,FeOx,Iron Oxidation,fth1,,ferritin heavy chain,D,Iron,,K00522
Iron,Biogeochemistry,Iron,FeOx,Iron Oxidation,feR,,ferric-chelate reductase [NAD(P)H],D,Iron,,K18915
Iron,Biogeochemistry,Iron,FeOx,Iron Oxidation,cyc2,,rusticyanin reductase,D,Iron,,K20150
Iron,Biogeochemistry,iron,FeOx,Iron Oxidation,yqjH,,ferric-chelate reductase (NADPH),D,Iron,,KO7229
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox - pathway 1,2",hzsA,,Hydrazine synthase subunit A [EC 1.7.2.7],A,Hydrazine,,K20932
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox - pathway 1,2",hzsB,,hydrazine synthase subunit B [EC 1.7.2.7],A,Hydrazine,,K20933
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox - pathway 1,2",hzsC,,hydrazine synthase subunit C [EC:1.7.2.7],A,Hydrazine,,K20934
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox, hydrazine -> nitrogen (hdh) - pathway 2",hdh,,hydrazine dehydrogenase [EC:1.7.2.8],D,Hydrazine,,K20935
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox, nitrite -> nitrate (nxrAB) - pathway 2","narG, narZ, nxrA",,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",D,Nitrite,,K00370
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox, nitrite -> nitrate (nxrAB) - pathway 2","narH, narY, nxrB",,"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]",D,Nitrite,,K00371
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox, nitrite -> nitric oxide (nirK or nirS) - pathway 1,2",nirK,,nitrite reductase (NO-forming) [EC:1.7.2.1],A,Nitrite,,K00368
Nitrogen,Biogeochemistry,Nitrogen,Anammox,"Anammox, nitrite -> nitric oxide (nirK or nirS)  - pathway 1,2",nirS,,nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1],A,Nitrite,,K15864
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrate -> nitrite (narGHI or napAB)","narG, narZ, nxrA",,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",A,Nitrate,,K00370
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrate -> nitrite (narGHI or napAB)","narH, narY, nxrB",,"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]",A,Nitrate,,K00371
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrate -> nitrite (narGHI or napAB)","narI, narV",,nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-],A,Nitrate,,K00374
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrate -> nitrite (narGHI or napAB)",napA,,nitrate reductase (cytochrome) [EC:1.9.6.1],A,Nitrate,,K02567
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrate -> nitrite (narGHI or napAB)",napB,,"nitrate reductase (cytochrome), electron transfer subunit",A,Nitrate,,K02568
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Denitrification, nitric oxide -> nitrous oxide (norBC)",norC,,nitric oxide reductase subunit C,A,Nitric oxide,,K02305
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Denitrification, nitric oxide -> nitrous oxide (norBC)",norB,,nitric oxide reductase subunit B [EC:1.7.2.5],A,Nitric oxide,,K04561
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrite -> ammonia (nirBD or nrfAH)",nirB,,nitrite reductase (NADH) large subunit [EC:1.7.1.15],A,Nitrite,,K00362
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrite -> ammonia (nirBD or nrfAH)",nirD,,nitrite reductase (NADH) small subunit [EC:1.7.1.15],A,Nitrite,,K00363
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Denitrification, nitrite -> nitric oxide (nirK or nirS)",nirK,,nitrite reductase (NO-forming) [EC:1.7.2.1],A,Nitrite,,K00368
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrite -> ammonia (nirBD or nrfAH)",nrfA,,nitrite reductase (cytochrome c-552) [EC:1.7.2.2],A,Nitrite,,K03385
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,Nitrite reduction,nrfD,,"cytochrome c nitrite reductase, NrfD subunit [EC:1.7.2.2]",A,Nitrite,,K04015
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Denitrification, nitrite -> nitric oxide (nirK or nirS)",nirS,,nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1],A,Nitrite,,K15864
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Dissimilatory nitrate reduction, nitrite -> ammonia (nirBD or nrfAH)",nrfH,,cytochrome c nitrite reductase small subunit,A,Nitrite,,K15876
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,Nitrite reduction,NIT-6,,nitrite reductase (NAD(P)H) [EC:1.7.1.4],A,Nitrite,,K17877
Nitrogen,Biogeochemistry,Nitrogen,Denitrification,"Denitrification, nitrous oxide -> nitrogen (nosZ)",nosZ,,nitrous-oxide reductase [EC:1.7.2.4],A,Nitrous oxide,,K00376
Nitrogen,Biogeochemistry,Nitrogen,N Assimilation,"Assimilatory nitrate reduction, nitrate -> nitrite (narB or NR or nasAB)",nasB,,assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-],,Nitrate,,K00360
Nitrogen,Biogeochemistry,Nitrogen,N Assimilation,"Assimilatory nitrate reduction, nitrite -> ammonia (NIT-6 or nirA)",nirA,,ferredoxin-nitrite reductase [EC:1.7.7.1],,Nitrate,,K00366
Nitrogen,Biogeochemistry,Nitrogen,N Assimilation,"Assimilatory nitrate reduction, nitrate -> nitrite (narB or NR or nasAB)",narB,,ferredoxin-nitrate reductase [EC:1.7.7.2],,Nitrate,,K00367
Nitrogen,Biogeochemistry,Nitrogen,N Assimilation,"Assimilatory nitrate reduction, nitrate -> nitrite (narB or NR or nasAB)",nasA,,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],,Nitrate,,K00372
Nitrogen,Biogeochemistry,Nitrogen,N Assimilation,"Assimilatory nitrate reduction, nitrate -> nitrite (narB or NR or nasAB)",NR,,nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3],,Nitrate,,K10534
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,N2 fixation,vnfG,,Nitrogenase vanadium-iron protein delta chain [EC:1.18.6.1],,Nitrogen,,K00531
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",nifD,,nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],,Nitrogen,,K02586
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",nifH,,nitrogenase iron protein NifH,,Nitrogen,,K02588
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",nifK,,nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,Nitrogen,,K02591
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",vnfD,,vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2],,Nitrogen,,K22896
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",vnfK,,vanadium-dependent nitrogenase beta chain [EC:1.18.6.2],,Nitrogen,,K22897
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",vnfG,,vanadium nitrogenase delta subunit [EC:1.18.6.2],,Nitrogen,,K22898
Nitrogen,Biogeochemistry,Nitrogen,N2 fixation,"Nitrogen fixation, nitrogen -> ammonia (nifKDH or vnfDKGH)",vnfH,,vanadium nitrogenase iron protein,,Nitrogen,,K22899
Nitrogen,Biogeochemistry,Nitrogen,Nitrification,"Nitrification, ammonia -> hydroxylamine (amoABC)",pmoA-amoA,,methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39],D,Ammonia/Methane,,K10944
Nitrogen,Biogeochemistry,Nitrogen,Nitrification,"Nitrification, ammonia -> hydroxylamine (amoABC)",pmoB-amoB,,methane/ammonia monooxygenase subunit B,D,Ammonia/Methane,,K10945
Nitrogen,Biogeochemistry,Nitrogen,Nitrification,"Nitrification, ammonia -> hydroxylamine (amoABC)",pmoC-amoC,,methane/ammonia monooxygenase subunit C,D,Ammonia/Methane,,K10946
Nitrogen,Biogeochemistry,Nitrogen,Nitrification,"Nitrification, hydroxylamine -> nitrite (hao)",hao,,hydroxylamine dehydrogenase [EC:1.7.2.6],D,Hydroxylamine,,K10535
Nitrogen,Biogeochemistry,Nitrogen,Nitrification,"Nitrification, nitrite -> nitrate (nxrAB)","narG, narZ, nxrA",,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",D,Nitrite,,K00370
Nitrogen,Biogeochemistry,Nitrogen,Nitrification,"Nitrification, nitrite -> nitrate (nxrAB)","narH, narY, nxrB",,"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]",D,Nitrite,,K00371
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Oxidation of pyruvate coupled to oxidation of oxygen,poxL,,pyruvate oxidase [EC:1.2.3.3],A,Lactate,,K00158
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Oxidation of lactate coupled to oxidation of oxygen,lctO,,lactate 2-monooxygenase [EC:1.13.12.4],A,Lactate,,K01067
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, cbb3-type",ccoN,,cytochrome c oxidase cbb3-type subunit I,A,Oxygen,,K00404
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, cbb3-type",ccoO,,cytochrome c oxidase cbb3-type subunit II,A,Oxygen,,K00405
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, cbb3-type",ccoP,,cytochrome c oxidase cbb3-type subunit III,A,Oxygen,,K00406
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, cbb3-type",ccoQ,,cytochrome c oxidase cbb3-type subunit IV,A,Oxygen,,K00407
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,fbcH,,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit,A,Oxygen,,K00410
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"UQCRFS1, RIP1, petA",,ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],A,Oxygen,,K00411
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"CYTB, petB",,ubiquinol-cytochrome c reductase cytochrome b subunit,A,Oxygen,,K00412
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"CYC1, CYT1, petC",,ubiquinol-cytochrome c reductase cytochrome c1 subunit,A,Oxygen,,K00413
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR1, UQCRC1",,ubiquinol-cytochrome c reductase core subunit 1,A,Oxygen,,K00414
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR2, UQCRC2",,ubiquinol-cytochrome c reductase core subunit 2,A,Oxygen,,K00415
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR6, UQCRH",,ubiquinol-cytochrome c reductase subunit 6,A,Oxygen,,K00416
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR7, UQCRB",,ubiquinol-cytochrome c reductase subunit 7,A,Oxygen,,K00417
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR8, UQCRQ",,ubiquinol-cytochrome c reductase subunit 8,A,Oxygen,,K00418
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR9, UCRC",,ubiquinol-cytochrome c reductase subunit 9,A,Oxygen,,K00419
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bc1 complex,"QCR10, UQCR",,ubiquinol-cytochrome c reductase subunit 10,A,Oxygen,,K00420
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bd ubiquinol oxidase,cydX,,cytochrome bd-I ubiquinol oxidase subunit X,A,Oxygen,,K00424
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bd ubiquinol oxidase,cydA,,cytochrome bd ubiquinol oxidase subunit I,A,Oxygen,,K00425
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bd ubiquinol oxidase,cydB,,cytochrome bd ubiquinol oxidase subunit II,A,Oxygen,,K00426
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Oxygen metabolism - cytochrome (quinone) oxidase, bo type",cyoE,,heme o synthase [EC:2.5.1.141],A,Oxygen,,K02257
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, prokaryotes","coxA, ctaD",,cytochrome c oxidase subunit I [EC:1.9.3.1],A,Oxygen,,K02274
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, prokaryotes","coxB, ctaC",,cytochrome c oxidase subunit II [EC:1.9.3.1],A,Oxygen,,K02275
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, prokaryotes","coxC, ctaE",,cytochrome c oxidase subunit III [EC:1.9.3.1],A,Oxygen,,K02276
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, prokaryotes","coxD, ctaF",,cytochrome c oxidase subunit IV [EC:1.9.3.1] (non-essential),A,Oxygen,,K02277
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome o ubiquinol oxidase,cyoA,,cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],A,Oxygen,,K02297
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome o ubiquinol oxidase,cyoB,,cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3],A,Oxygen,,K02298
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome o ubiquinol oxidase,cyoC,,cytochrome o ubiquinol oxidase subunit III,A,Oxygen,,K02299
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome o ubiquinol oxidase,cyoD,,cytochrome o ubiquinol oxidase subunit IV,A,Oxygen,,K02300
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome aa3-600 menaquinol oxidase,qoxA,,cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5],A,Oxygen,,K02826
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome aa3-600 menaquinol oxidase,qoxB,,cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5],A,Oxygen,,K02827
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome aa3-600 menaquinol oxidase,qoxC,,cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5],A,Oxygen,,K02828
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome aa3-600 menaquinol oxidase,qoxD,,cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5],A,Oxygen,,K02829
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, prokaryotes",coxAC,,cytochrome c oxidase subunit I+III [EC:1.9.3.1],A,Oxygen,,K15408
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,"Cytochrome c oxidase, cbb3-type",ccoNO,,cytochrome c oxidase cbb3-type subunit I/II (ccoNO can replace the combination of ccoN and ccoO),A,Oxygen,,K15862
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Cytochrome bd ubiquinol oxidase,appX,,cytochrome bd-II ubiquinol oxidase subunit AppX,A,Oxygen,,K22501
Oxygen,Biogeochemistry,Oxygen respiration,Oxygen respiration,Oxidation of lactate coupled to oxidation of oxygen,lctO,,lactate 2-monooxygenase [EC:1.13.12.4],A,Pyruvate,,K00467
Photosynthesis,Biogeochemistry,Photosystem,Anoxigenic photosynthesis,Anoxygenic photosystem I (pscABCD),pscA,,photosystem P840 reaction center large subunit,,,,K08940
Photosynthesis,Biogeochemistry,Photosystem,Anoxigenic photosynthesis,Anoxygenic photosystem II (pufML),pufL,,photosynthetic reaction center L subunit,,,,K08928
Photosynthesis,Biogeochemistry,Photosystem,Anoxigenic photosynthesis,Anoxygenic photosystem II (pufML),pufM,,photosynthetic reaction center M subunit,,,,K08929
Photosynthesis,Biogeochemistry,Photosystem,Anoxigenic photosynthesis,Anoxygenic photosystem I (pscABCD),pscB,,photosystem P840 reaction center iron-sulfur protein,,,,K08941
Photosynthesis,Biogeochemistry,Photosystem,Anoxigenic photosynthesis,Anoxygenic photosystem I (pscABCD),pscC,,photosystem P840 reaction center cytochrome c551,,,,K08942
Photosynthesis,Biogeochemistry,Photosystem,Anoxigenic photosynthesis,Anoxygenic photosystem I (pscABCD),pscD,,photosystem P840 reaction center protein PscD,,,,K08943
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem II (psbABCDEF),psbA,,photosystem II P680 reaction center D1 protein,D,Water,,K02703
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem I (psaABCDEF),psaA,,photosystem I P700 chlorophyll a apoprotein A1,,,,K02689
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem I (psaABCDEF),psaB,,photosystem I P700 chlorophyll a apoprotein A2,,,,K02690
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem I (psaABCDEF),psaC,,photosystem I subunit VII,,,,K02691
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem I (psaABCDEF),psaD,,photosystem I subunit II,,,,K02692
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem I (psaABCDEF),psaE,,photosystem I subunit IV,,,,K02693
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem I (psaABCDEF),psaF,,photosystem I subunit III,,,,K02694
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem II (psbABCDEF),psbB,,photosystem II CP47 chlorophyll apoprotein,,,,K02704
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem II (psbABCDEF),psbC,,photosystem II CP43 chlorophyll apoprotein,,,,K02705
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem II (psbABCDEF),psbD,,photosystem II P680 reaction center D2 protein,,,,K02706
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem II (psbABCDEF),psbE,,photosystem II cytochrome b559 subunit alpha,,,,K02707
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Photosystem II (psbABCDEF),psbF,,photosystem II cytochrome b559 subunit beta,,,,K02708
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petA,,apocytochrome f,,,,K02634
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petB,,cytochrome b6,,,,K02635
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petC,,cytochrome b6-f complex iron-sulfur subunit,,,,K02636
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petD,,cytochrome b6-f complex subunit 4,,,,K02637
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petG,,cytochrome b6-f complex subunit 5,,,,K02640
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petL,,cytochrome b6-f complex subunit 6,,,,K02642
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),petM,,cytochrome b6-f complex subunit 7,,,,K02643
Photosynthesis,Biogeochemistry,Photosystem,Oxygenic photosynthesis,Cytochrome b6/f complex (petABCDGLMN),PetN,,cytochrome b6-f complex subunit 8,,,,K03689
Selenium,Biogeochemistry,Selenium,SeRed,Selenate reduction,ygfK,,putative selenate reductase [EC:1.97.1.9],A,Selenate,,K12527
Selenium,Biogeochemistry,Selenium,SeRed,Selenate reduction,xdhD,,"probable selenate reductase, molybdenum-binding subunit",A,Selenate,,K12528
Selenium,Biogeochemistry,Selenium,SeRed,Selenate reduction,ygfM,,putative selenate reductase FAD-binding subunit,A,Selenate,,K12529
Sulfur,Biogeochemistry,Sulfur,DMSORed,"DMSO reduction, DMSO -> DMS (dms or dorA)",dmsB,yes,dimethyl sulfoxide reductase iron-sulfur subunit,A,DMSO,,K00184
Sulfur,Biogeochemistry,Sulfur,DMSORed,"DMSO reduction, DMSO -> DMS (dms or dorA)",dmsC,yes,dimethyl sulfoxide reductase membrane subunit,A,DMSO,,K00185
